guid,title,updated,resource_url,local_path
292af142-7465-41e5-9899-c088ac87acce,292af142-7465-41e5-9899-c088ac87acce,2019-04-01T09:35:04.0430000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/292af142-7465-41e5-9899-c088ac87acce,tweede_kamer_documents\292af142-7465-41e5-9899-c088ac87acce_292af142-7465-41e5-9899-c088ac87acce.bin
c0f4d7a6-732a-432c-b190-8d29338b6b65,c0f4d7a6-732a-432c-b190-8d29338b6b65,2019-04-01T09:35:14.5600000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/c0f4d7a6-732a-432c-b190-8d29338b6b65,tweede_kamer_documents\c0f4d7a6-732a-432c-b190-8d29338b6b65_c0f4d7a6-732a-432c-b190-8d29338b6b65.bin
5dffad55-aeda-4d12-bdd7-80a6bd3d7528,5dffad55-aeda-4d12-bdd7-80a6bd3d7528,2019-04-01T09:35:22.9500000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/5dffad55-aeda-4d12-bdd7-80a6bd3d7528,tweede_kamer_documents\5dffad55-aeda-4d12-bdd7-80a6bd3d7528_5dffad55-aeda-4d12-bdd7-80a6bd3d7528.bin
18b02118-2629-4f10-9e32-b28f68f267eb,18b02118-2629-4f10-9e32-b28f68f267eb,2019-04-01T09:35:34.5130000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/18b02118-2629-4f10-9e32-b28f68f267eb,tweede_kamer_documents\18b02118-2629-4f10-9e32-b28f68f267eb_18b02118-2629-4f10-9e32-b28f68f267eb.bin
c6f725a1-191f-43bc-9275-6fc4fef68a5b,c6f725a1-191f-43bc-9275-6fc4fef68a5b,2019-04-01T09:35:43.9670000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/c6f725a1-191f-43bc-9275-6fc4fef68a5b,tweede_kamer_documents\c6f725a1-191f-43bc-9275-6fc4fef68a5b_c6f725a1-191f-43bc-9275-6fc4fef68a5b.bin
40c3cf9f-7bf8-4182-ad77-e45c715f4566,40c3cf9f-7bf8-4182-ad77-e45c715f4566,2019-04-01T09:35:53.4500000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/40c3cf9f-7bf8-4182-ad77-e45c715f4566,tweede_kamer_documents\40c3cf9f-7bf8-4182-ad77-e45c715f4566_40c3cf9f-7bf8-4182-ad77-e45c715f4566.bin
b8163475-d05c-44ce-af23-26ce10a7e580,b8163475-d05c-44ce-af23-26ce10a7e580,2019-04-01T09:36:02.8870000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/b8163475-d05c-44ce-af23-26ce10a7e580,tweede_kamer_documents\b8163475-d05c-44ce-af23-26ce10a7e580_b8163475-d05c-44ce-af23-26ce10a7e580.bin
8016b005-8253-4be2-bc23-f408c3f0a4d6,8016b005-8253-4be2-bc23-f408c3f0a4d6,2019-04-01T09:36:12.3730000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/8016b005-8253-4be2-bc23-f408c3f0a4d6,tweede_kamer_documents\8016b005-8253-4be2-bc23-f408c3f0a4d6_8016b005-8253-4be2-bc23-f408c3f0a4d6.bin
850d595c-5c77-439e-9dbb-23800aad4386,850d595c-5c77-439e-9dbb-23800aad4386,2019-04-01T09:36:22.8430000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/850d595c-5c77-439e-9dbb-23800aad4386,tweede_kamer_documents\850d595c-5c77-439e-9dbb-23800aad4386_850d595c-5c77-439e-9dbb-23800aad4386.bin
64e8f96a-4575-4873-9364-f1dfffdacbdd,64e8f96a-4575-4873-9364-f1dfffdacbdd,2019-04-01T09:36:44.8730000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/64e8f96a-4575-4873-9364-f1dfffdacbdd,tweede_kamer_documents\64e8f96a-4575-4873-9364-f1dfffdacbdd_64e8f96a-4575-4873-9364-f1dfffdacbdd.bin
eb1fc274-0661-41ec-9fb7-fb5c8095e828,eb1fc274-0661-41ec-9fb7-fb5c8095e828,2019-04-01T09:36:54.3100000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/eb1fc274-0661-41ec-9fb7-fb5c8095e828,tweede_kamer_documents\eb1fc274-0661-41ec-9fb7-fb5c8095e828_eb1fc274-0661-41ec-9fb7-fb5c8095e828.bin
70691a95-e3af-4442-bd9b-12505c7f719e,70691a95-e3af-4442-bd9b-12505c7f719e,2019-04-01T09:37:02.7170000Z,https://gegevensmagazijn.tweedekamer.nl/SyncFeed/2.0/Resources/70691a95-e3af-4442-bd9b-12505c7f719e,tweede_kamer_documents\70691a95-e3af-4442-bd9b-12505c7f719e_70691a95-e3af-4442-bd9b-12505c7f719e.bin
